Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Sales
FDF08,14.3,Regular,0.0653089,Fruits and Vegetables,89.8856,OUT049,1999,Medium,Tier 1,Supermarket Type1,1622.15
FDZ33,10.195,Low Fat,0.107397,Snack Foods,149.508,OUT046,1997,Small,Tier 1,Supermarket Type1,2100.63
FDD10,20.6,reg,0.0460922,Snack Foods,178.634,OUT049,1999,Medium,Tier 1,Supermarket Type1,1968.74
FDO58,19.6,Low Fat,0.039801,Snack Foods,162.453,OUT017,2007,,Tier 2,Supermarket Type1,2491.42
FDI50,8.42,Regular,0.0310171,Canned,230.135,OUT017,2007,,Tier 2,Supermarket Type1,4290.19
FDO58,19.6,Low Fat,0.0396574,Snack Foods,165.753,OUT045,2002,,Tier 2,Supermarket Type1,2503.7
FDX08,12.85,Low Fat,0.0225852,Fruits and Vegetables,181.032,OUT013,1987,High,Tier 3,Supermarket Type1,2282.7
NCK17,11,Low Fat,0.0634282,Health and Hygiene,40.848,OUT010,1998,,Tier 3,Grocery Store,-1375.21
FDF39,14.85,Regular,0.0195076,Dairy,262.091,OUT035,2004,Small,Tier 2,Supermarket Type1,5612.81
FDU45,15.6,Regular,0.05943,Snack Foods,112.052,OUT010,1998,,Tier 3,Grocery Store,582.136
NCJ18,12.35,Low Fat,0.16461,Household,117.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,1871.04
DRC27,,Low Fat,0.10173,Dairy,246.28,OUT019,1985,Small,Tier 1,Grocery Store,1503.2
DRC25,5.73,Low Fat,0.0453633,Soft Drinks,85.1882,OUT035,2004,Small,Tier 2,Supermarket Type1,1848.67
FDU59,5.78,Low Fat,0.096368,Breads,160.655,OUT035,2004,Small,Tier 2,Supermarket Type1,2017.2
FDU28,19.2,Regular,0,Frozen Foods,189.621,OUT035,2004,Small,Tier 2,Supermarket Type1,2553.56
NCP30,20.5,Low Fat,0.0327687,Household,40.9822,OUT046,1997,Small,Tier 1,Supermarket Type1,732.211
FDB39,11.6,Low Fat,0.0386759,Dairy,55.1272,OUT018,2009,Medium,Tier 3,Supermarket Type2,437.155
FDE41,9.195,Regular,0.0639609,Frozen Foods,86.4566,OUT013,1987,High,Tier 3,Supermarket Type1,1248.74
DRH11,5.98,Low Fat,0.126469,Hard Drinks,56.3614,OUT010,1998,,Tier 3,Grocery Store,-1594.06
FDA58,9.395,Low Fat,0.103962,Snack Foods,236.093,OUT045,2002,,Tier 2,Supermarket Type1,2594.67
FDU50,5.75,Regular,0.0751702,Dairy,115.318,OUT046,1997,Small,Tier 1,Supermarket Type1,1396.06
FDM34,19,Low Fat,0.0673914,Snack Foods,129.663,OUT013,1987,High,Tier 3,Supermarket Type1,2141.25
FDM44,,LF,0.0308993,Fruits and Vegetables,101.999,OUT027,1985,Medium,Tier 3,Supermarket Type3,1265.18
FDR39,20.35,Low Fat,0.0839692,Meat,183.829,OUT045,2002,,Tier 2,Supermarket Type1,3710.25
FDM25,10.695,Regular,0.0607888,Breakfast,175.671,OUT045,2002,,Tier 2,Supermarket Type1,3047.93
FDQ49,20.2,Regular,0.0393088,Breakfast,156.463,OUT049,1999,Medium,Tier 1,Supermarket Type1,1392.64
DRH25,18.7,Low Fat,0.0146525,Soft Drinks,52.3324,OUT018,2009,Medium,Tier 3,Supermarket Type2,685.788
FDM09,,Regular,0.0855154,Snack Foods,170.979,OUT027,1985,Medium,Tier 3,Supermarket Type3,1706.88
FDL44,,Low Fat,0.0214921,Fruits and Vegetables,161.189,OUT019,1985,Small,Tier 1,Grocery Store,857.393
NCR42,9.105,Low Fat,0.0386386,Household,32.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.911
DRL59,16.75,Low Fat,0.0212241,Hard Drinks,52.7298,OUT046,1997,Small,Tier 1,Supermarket Type1,1110.96
FDX43,5.655,Low Fat,0.085204,Fruits and Vegetables,168.45,OUT013,1987,High,Tier 3,Supermarket Type1,2049.05
DRK47,7.905,Low Fat,0.107231,Hard Drinks,226.669,OUT010,1998,,Tier 3,Grocery Store,1298.23
FDU48,18.85,Low Fat,0.055584,Baking Goods,131.728,OUT018,2009,Medium,Tier 3,Supermarket Type2,1000.11
FDY12,9.8,Regular,0.140896,Baking Goods,50.2008,OUT045,2002,,Tier 2,Supermarket Type1,653.594
NCN43,12.15,Low Fat,0.00678728,Others,122.573,OUT018,2009,Medium,Tier 3,Supermarket Type2,1999.39
NCM55,15.6,Low Fat,0.0669979,Others,184.092,OUT018,2009,Medium,Tier 3,Supermarket Type2,2703.76
FDQ21,,Low Fat,0,Snack Foods,123.176,OUT027,1985,Medium,Tier 3,Supermarket Type3,1976.25
FDX13,7.725,Low Fat,0.0477739,Canned,251.009,OUT035,2004,Small,Tier 2,Supermarket Type1,3972.01
NCK30,,LF,0.0606833,Household,253.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,3288.8
FDG20,15.5,Regular,0.125883,Fruits and Vegetables,175.403,OUT049,1999,Medium,Tier 1,Supermarket Type1,1764.42
DRG27,8.895,Low Fat,0.105705,Dairy,40.0138,OUT017,2007,,Tier 2,Supermarket Type1,809.555
FDY14,10.3,Low Fat,0.0703255,Dairy,264.323,OUT018,2009,Medium,Tier 3,Supermarket Type2,4721.24
FDP59,20.85,Regular,0.056455,Breads,102.765,OUT035,2004,Small,Tier 2,Supermarket Type1,1926.28
FDU60,20,Regular,0,Baking Goods,169.113,OUT017,2007,,Tier 2,Supermarket Type1,3767.19
NCC18,,Low Fat,0.310377,Household,172.242,OUT019,1985,Small,Tier 1,Grocery Store,965.202
DRJ39,20.25,Low Fat,0.0365315,Dairy,218.148,OUT017,2007,,Tier 2,Supermarket Type1,4050.1
FDS07,12.35,LF,0.0999129,Fruits and Vegetables,113.452,OUT049,1999,Medium,Tier 1,Supermarket Type1,1555.27
FDM08,,Regular,0.0533247,Fruits and Vegetables,222.509,OUT027,1985,Medium,Tier 3,Supermarket Type3,3241.23
FDP51,13.85,Regular,0.0854479,Meat,120.412,OUT045,2002,,Tier 2,Supermarket Type1,2274.94
FDU16,19.25,Regular,0.0582641,Frozen Foods,81.9908,OUT035,2004,Small,Tier 2,Supermarket Type1,1417.66
FDH12,9.6,Low Fat,0.084883,Baking Goods,106.528,OUT013,1987,High,Tier 3,Supermarket Type1,1609.3
DRE48,8.43,Low Fat,0.0289997,Soft Drinks,195.877,OUT010,1998,,Tier 3,Grocery Store,637.818
NCL42,,Low Fat,0.0401761,Household,244.314,OUT027,1985,Medium,Tier 3,Supermarket Type3,5533.09
FDR21,19.7,Low Fat,0.0670712,Snack Foods,177.637,OUT045,2002,,Tier 2,Supermarket Type1,2512.4
NCW29,14,Low Fat,0.0288575,Health and Hygiene,131.431,OUT035,2004,Small,Tier 2,Supermarket Type1,1832.33
FDO11,8,Regular,0.0302397,Breads,250.609,OUT013,1987,High,Tier 3,Supermarket Type1,5357.45
NCM31,6.095,Low Fat,0.0813229,Others,141.215,OUT049,1999,Medium,Tier 1,Supermarket Type1,2295.33
FDV35,,Low Fat,0.224472,Breads,155.431,OUT019,1985,Small,Tier 1,Grocery Store,1456.83
FDF58,13.3,Low Fat,0.00963535,Snack Foods,61.651,OUT017,2007,,Tier 2,Supermarket Type1,1955.13
NCE43,12.5,Low Fat,0.103603,Household,169.145,OUT049,1999,Medium,Tier 1,Supermarket Type1,2964.24
FDA02,14,Regular,0.029717,Dairy,143.879,OUT035,2004,Small,Tier 2,Supermarket Type1,1695.39
DRL37,15.5,Low Fat,0.0893341,Soft Drinks,44.477,OUT010,1998,,Tier 3,Grocery Store,-1231.74
FDR24,17.35,Regular,0.0631077,Baking Goods,91.283,OUT018,2009,Medium,Tier 3,Supermarket Type2,785.632
FDW59,13.15,Low Fat,0.0207481,Breads,82.7566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1316.19
FDS22,16.85,Regular,0.0231904,Snack Foods,44.8428,OUT049,1999,Medium,Tier 1,Supermarket Type1,439.609
FDW24,6.8,Low Fat,0.0377091,Baking Goods,49.7034,OUT017,2007,,Tier 2,Supermarket Type1,808.087
FDU24,6.78,Regular,0.140137,Baking Goods,94.712,OUT035,2004,Small,Tier 2,Supermarket Type1,2229.6
FDA21,,Low Fat,0.0357866,Snack Foods,186.492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3558.46
FDH58,,Low Fat,0.0367608,Snack Foods,116.983,OUT027,1985,Medium,Tier 3,Supermarket Type3,2053.14
FDW36,11.15,Low Fat,0.0571646,Baking Goods,103.862,OUT018,2009,Medium,Tier 3,Supermarket Type2,791.156
FDI45,,Low Fat,0.0373993,Fruits and Vegetables,173.105,OUT027,1985,Medium,Tier 3,Supermarket Type3,2643.31
FDU01,20.25,Regular,0,Canned,185.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,3361.58
FDF35,,Low Fat,0.153244,Starchy Foods,109.194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1272.13
FDU43,,Regular,0.101626,Fruits and Vegetables,237.456,OUT019,1985,Small,Tier 1,Grocery Store,1806.54
FDE24,,Low Fat,0.163641,Baking Goods,144.281,OUT019,1985,Small,Tier 1,Grocery Store,71.2344
FDK50,7.96,Low Fat,0.0284073,Canned,162.989,OUT049,1999,Medium,Tier 1,Supermarket Type1,3136.11
FDG31,12.15,Low Fat,0.0379732,Meat,63.0826,OUT045,2002,,Tier 2,Supermarket Type1,1090.31
FDC60,5.425,Regular,0.114705,Baking Goods,90.2514,OUT045,2002,,Tier 2,Supermarket Type1,2142.69
FDL36,15.1,Low Fat,0.0760122,Baking Goods,90.283,OUT013,1987,High,Tier 3,Supermarket Type1,1375.05
FDP21,7.42,Regular,0.0257194,Snack Foods,189.587,OUT013,1987,High,Tier 3,Supermarket Type1,3741.91
FDW16,17.35,Regular,0.0415583,Frozen Foods,90.5804,OUT045,2002,,Tier 2,Supermarket Type1,1676.56
FDX02,16,Low Fat,0.0573828,Dairy,224.74,OUT017,2007,,Tier 2,Supermarket Type1,4239.36
FDQ58,,Low Fat,0.0152277,Snack Foods,154.134,OUT027,1985,Medium,Tier 3,Supermarket Type3,1785.62
FDT51,11.65,Regular,0.0109188,Meat,110.754,OUT046,1997,Small,Tier 1,Supermarket Type1,1427.08
FDD59,10.5,Regular,0.0662837,Starchy Foods,78.996,OUT049,1999,Medium,Tier 1,Supermarket Type1,1248.87
NCM42,6.13,Low Fat,0.0284369,Household,109.091,OUT018,2009,Medium,Tier 3,Supermarket Type2,1133.33
FDA57,18.85,Low Fat,0.0398051,Snack Foods,40.348,OUT018,2009,Medium,Tier 3,Supermarket Type2,460.088
FDZ48,17.75,Low Fat,0,Baking Goods,112.054,OUT035,2004,Small,Tier 2,Supermarket Type1,1645.62
FDE46,18.6,Low Fat,0.0158017,Snack Foods,152.437,OUT045,2002,,Tier 2,Supermarket Type1,1775.62
NCZ30,,Low Fat,0.0458465,Household,120.81,OUT019,1985,Small,Tier 1,Grocery Store,393.577
FDB56,8.75,Regular,0.0750493,Fruits and Vegetables,188.256,OUT017,2007,,Tier 2,Supermarket Type1,4239.94
FDA25,,Regular,0.0677959,Canned,104.499,OUT027,1985,Medium,Tier 3,Supermarket Type3,1166.87
FDD20,14.15,Low Fat,0,Fruits and Vegetables,125.205,OUT013,1987,High,Tier 3,Supermarket Type1,2003.43
FDL25,6.92,Regular,0.130816,Breakfast,92.4804,OUT013,1987,High,Tier 3,Supermarket Type1,697.584
NCO18,13.15,Low Fat,0.0246896,Household,177.069,OUT049,1999,Medium,Tier 1,Supermarket Type1,3359.15
FDJ45,17.75,Low Fat,0.0738259,Seafood,34.8216,OUT017,2007,,Tier 2,Supermarket Type1,693.922
FDR12,12.6,Regular,0.0315288,Baking Goods,170.376,OUT035,2004,Small,Tier 2,Supermarket Type1,2137.5
NCF19,13,Low Fat,0.0587648,Household,47.3034,OUT010,1998,,Tier 3,Grocery Store,-1168.17
FDK25,11.6,Regular,0.156832,Breakfast,166.547,OUT046,1997,Small,Tier 1,Supermarket Type1,3697.66
NCR17,9.8,Low Fat,0.0243833,Health and Hygiene,114.049,OUT046,1997,Small,Tier 1,Supermarket Type1,2081.21
FDC52,11.15,Regular,0.0082799,Dairy,151.871,OUT046,1997,Small,Tier 1,Supermarket Type1,1986.73
NCA54,16.5,Low Fat,0.0368489,Household,181.332,OUT017,2007,,Tier 2,Supermarket Type1,2772.67
FDR45,10.8,Low Fat,0.0484451,Snack Foods,239.422,OUT010,1998,,Tier 3,Grocery Store,4637.71
NCM19,12.65,Low Fat,0.0473107,Others,113.32,OUT049,1999,Medium,Tier 1,Supermarket Type1,2028.56
FDF39,,Regular,0.0194168,Dairy,263.491,OUT027,1985,Medium,Tier 3,Supermarket Type3,5194.04
FDX23,6.445,Low Fat,0.0297379,Baking Goods,96.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1251.55
FDD58,,Low Fat,0.0590648,Snack Foods,99.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,1338.87
FDX28,6.325,low fat,0.125074,Frozen Foods,100.604,OUT013,1987,High,Tier 3,Supermarket Type1,1922.65
NCD31,12.1,Low Fat,0.0154216,Household,162.553,OUT013,1987,High,Tier 3,Supermarket Type1,3190.61
FDU57,8.27,Regular,0.089919,Snack Foods,150.771,OUT018,2009,Medium,Tier 3,Supermarket Type2,2089.01
FDI27,8.71,Regular,0.0459863,Dairy,45.5744,OUT046,1997,Small,Tier 1,Supermarket Type1,461.005
NCM42,6.13,Low Fat,0.0283215,Household,108.091,OUT046,1997,Small,Tier 1,Supermarket Type1,1456.73
FDD32,,Regular,0.0407338,Fruits and Vegetables,81.2276,OUT027,1985,Medium,Tier 3,Supermarket Type3,705.902
FDI34,10.65,Regular,0.0850651,Snack Foods,228.967,OUT013,1987,High,Tier 3,Supermarket Type1,3874.67
NCM29,11.5,LF,0.0176697,Health and Hygiene,129.863,OUT049,1999,Medium,Tier 1,Supermarket Type1,2232.79
FDG46,8.63,Regular,0.0330437,Snack Foods,112.852,OUT018,2009,Medium,Tier 3,Supermarket Type2,2006.09
DRC01,5.92,Regular,0.0321369,Soft Drinks,49.1692,OUT010,1998,,Tier 3,Grocery Store,-1117.32
FDB15,,Low Fat,0.136148,Dairy,263.257,OUT027,1985,Medium,Tier 3,Supermarket Type3,3987.78
NCA17,,Low Fat,0.0451983,Health and Hygiene,150.239,OUT027,1985,Medium,Tier 3,Supermarket Type3,2283.15
FDF10,15.5,Regular,0.156928,Snack Foods,148.242,OUT046,1997,Small,Tier 1,Supermarket Type1,2110.05
FDR26,,Low Fat,0.0426293,Dairy,178.703,OUT027,1985,Medium,Tier 3,Supermarket Type3,1650.07
FDI02,15.7,Regular,0.114743,Canned,112.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,1941.48
NCM54,17.7,Low Fat,0.0852615,Household,127.768,OUT010,1998,,Tier 3,Grocery Store,254.676
FDF14,7.55,Low Fat,0.0271472,Canned,151.134,OUT013,1987,High,Tier 3,Supermarket Type1,2388.43
FDJ33,8.895,Regular,0.147833,Snack Foods,121.273,OUT010,1998,,Tier 3,Grocery Store,578.133
FDM20,10,Low Fat,0.0386785,Fruits and Vegetables,245.714,OUT035,2004,Small,Tier 2,Supermarket Type1,5554.2
FDC03,,Regular,0.0714986,Dairy,195.779,OUT027,1985,Medium,Tier 3,Supermarket Type3,3816.66
NCX05,15.2,Low Fat,0.0970621,Health and Hygiene,116.649,OUT046,1997,Small,Tier 1,Supermarket Type1,1751.39
NCM41,,Low Fat,0.0354833,Health and Hygiene,91.912,OUT027,1985,Medium,Tier 3,Supermarket Type3,648.836
NCU29,7.685,Low Fat,0.042644,Health and Hygiene,147.876,OUT010,1998,,Tier 3,Grocery Store,1545.82
FDQ59,9.8,Regular,0.0567055,Breads,83.4908,OUT017,2007,,Tier 2,Supermarket Type1,1017.01
FDH46,6.935,Regular,0.0690981,Snack Foods,101.633,OUT010,1998,,Tier 3,Grocery Store,-564.533
FDH09,12.6,Low Fat,0.0560309,Seafood,50.7982,OUT013,1987,High,Tier 3,Supermarket Type1,513.464
NCD06,13,Low Fat,0.0995267,Household,46.706,OUT045,2002,,Tier 2,Supermarket Type1,744.991
FDC15,18.1,Low Fat,0.177935,Dairy,155.629,OUT035,2004,Small,Tier 2,Supermarket Type1,2349.27
DRD37,,Low Fat,0.0137747,Soft Drinks,45.106,OUT027,1985,Medium,Tier 3,Supermarket Type3,1004.45
FDT28,,LF,0.0632583,Frozen Foods,149.371,OUT027,1985,Medium,Tier 3,Supermarket Type3,2424.84
FDR28,,Regular,0.0257711,Frozen Foods,163.621,OUT027,1985,Medium,Tier 3,Supermarket Type3,2519.7
FDT38,18.7,Low Fat,0.0578629,Dairy,86.2566,OUT017,2007,,Tier 2,Supermarket Type1,1486.88
FDV34,,Regular,0.0113701,Snack Foods,75.2038,OUT027,1985,Medium,Tier 3,Supermarket Type3,1072.75
FDY52,6.365,Low Fat,0,Frozen Foods,62.5536,OUT035,2004,Small,Tier 2,Supermarket Type1,975.906
FDB34,15.25,LF,0.0265877,Snack Foods,85.9198,OUT013,1987,High,Tier 3,Supermarket Type1,1679.4
DRL23,18.35,Low Fat,0.0153667,Hard Drinks,105.594,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.49
DRB24,8.785,Low Fat,0.0205772,Soft Drinks,154.266,OUT046,1997,Small,Tier 1,Supermarket Type1,3015.19
FDJ50,8.645,Low Fat,0.021586,Canned,53.7982,OUT046,1997,Small,Tier 1,Supermarket Type1,944.952
FDQ49,20.2,Regular,0.0392403,Breakfast,154.463,OUT035,2004,Small,Tier 2,Supermarket Type1,1471.56
FDP20,19.85,Low Fat,0.0456606,Fruits and Vegetables,124.502,OUT035,2004,Small,Tier 2,Supermarket Type1,1306.33
FDV19,,Regular,0.0350863,Fruits and Vegetables,159.158,OUT027,1985,Medium,Tier 3,Supermarket Type3,2749.02
NCR54,16.35,Low Fat,0.0907459,Household,196.411,OUT045,2002,,Tier 2,Supermarket Type1,2711.56
FDO09,13.5,Regular,0.209684,Snack Foods,261.191,OUT010,1998,,Tier 3,Grocery Store,2667.08
FDS57,15.5,Low Fat,0.103864,Snack Foods,143.147,OUT018,2009,Medium,Tier 3,Supermarket Type2,1685.42
FDN10,11.5,Low Fat,0.0461955,Snack Foods,117.412,OUT049,1999,Medium,Tier 1,Supermarket Type1,1161.9
FDV23,11,Low Fat,0.106001,Breads,125.505,OUT049,1999,Medium,Tier 1,Supermarket Type1,2203.35
FDY28,7.47,Regular,0.152388,Frozen Foods,214.322,OUT049,1999,Medium,Tier 1,Supermarket Type1,4073.23
DRG51,12.1,Low Fat,0.01153,Dairy,162.453,OUT013,1987,High,Tier 3,Supermarket Type1,2453.34
FDD45,,Low Fat,0.203537,Fruits and Vegetables,93.2436,OUT019,1985,Small,Tier 1,Grocery Store,19.1035
NCL18,,Low Fat,0.166772,Household,193.014,OUT027,1985,Medium,Tier 3,Supermarket Type3,1946.58
NCM29,11.5,Low Fat,0.0176275,Health and Hygiene,130.463,OUT013,1987,High,Tier 3,Supermarket Type1,2209.19
FDF17,,Low Fat,0.0424145,Frozen Foods,196.311,OUT027,1985,Medium,Tier 3,Supermarket Type3,3087.85
FDE22,9.695,Low Fat,0.0297401,Snack Foods,161.392,OUT017,2007,,Tier 2,Supermarket Type1,2175.79
FDQ22,16.75,Low Fat,0.0299079,Snack Foods,37.4822,OUT017,2007,,Tier 2,Supermarket Type1,493.071
FDS01,11.6,Low Fat,0.0177302,Canned,179.669,OUT013,1987,High,Tier 3,Supermarket Type1,2493.95
FDW35,,LF,0.0110355,Breads,42.1454,OUT027,1985,Medium,Tier 3,Supermarket Type3,437.413
FDJ33,8.895,Regular,0.0883222,Snack Foods,124.273,OUT046,1997,Small,Tier 1,Supermarket Type1,2518.13
NCF54,18,Low Fat,0.0473681,Household,171.742,OUT035,2004,Small,Tier 2,Supermarket Type1,2961.27
FDE09,8.775,Low Fat,0.0215854,Fruits and Vegetables,109.923,OUT013,1987,High,Tier 3,Supermarket Type1,1614.23
NCE06,5.825,Low Fat,0.0916708,Household,161.389,OUT045,2002,,Tier 2,Supermarket Type1,1884.26
DRH49,19.7,Low Fat,0.0246939,Soft Drinks,80.7592,OUT049,1999,Medium,Tier 1,Supermarket Type1,762.033
FDY43,14.85,Low Fat,0.0986018,Fruits and Vegetables,170.347,OUT045,2002,,Tier 2,Supermarket Type1,992.257
NCT05,10.895,Low Fat,0.0210704,Health and Hygiene,254.667,OUT017,2007,,Tier 2,Supermarket Type1,3601.54
FDZ34,6.695,Low Fat,0.0760324,Starchy Foods,191.782,OUT045,2002,,Tier 2,Supermarket Type1,4851.04
FDL38,13.8,reg,0.0148164,Canned,87.5172,OUT017,2007,,Tier 2,Supermarket Type1,1963.19
FDZ31,15.35,Regular,0.113858,Fruits and Vegetables,190.25,OUT017,2007,,Tier 2,Supermarket Type1,2644.62
FDR14,11.65,Low Fat,0.174016,Dairy,55.9298,OUT035,2004,Small,Tier 2,Supermarket Type1,605.091
NCN54,20.35,Low Fat,0.0213596,Household,78.7328,OUT049,1999,Medium,Tier 1,Supermarket Type1,854.179
NCC42,,Low Fat,0.0446909,Health and Hygiene,139.684,OUT027,1985,Medium,Tier 3,Supermarket Type3,1605.51
FDK08,9.195,Regular,0,Fruits and Vegetables,99.9016,OUT017,2007,,Tier 2,Supermarket Type1,1382.04
FDP59,20.85,Regular,0.0564187,Breads,105.765,OUT013,1987,High,Tier 3,Supermarket Type1,1841.46
FDV22,14.85,Regular,0.0099369,Snack Foods,156.963,OUT035,2004,Small,Tier 2,Supermarket Type1,3013.35
FDD33,12.85,Low Fat,0.108172,Fruits and Vegetables,234.264,OUT035,2004,Small,Tier 2,Supermarket Type1,3578.07
DRE60,,Low Fat,0.158563,Soft Drinks,227.372,OUT027,1985,Medium,Tier 3,Supermarket Type3,4522.06
FDK52,18.25,Low Fat,0.0792188,Frozen Foods,227.006,OUT046,1997,Small,Tier 1,Supermarket Type1,4170.53
FDA02,14,reg,0.0298908,Dairy,146.379,OUT017,2007,,Tier 2,Supermarket Type1,1610.51
FDM56,16.7,Low Fat,0.0703007,Fruits and Vegetables,109.391,OUT049,1999,Medium,Tier 1,Supermarket Type1,1044.79
FDE57,9.6,LF,0.0362783,Fruits and Vegetables,141.415,OUT035,2004,Small,Tier 2,Supermarket Type1,2679.14
FDM32,20.5,Low Fat,0.0206468,Fruits and Vegetables,88.783,OUT045,2002,,Tier 2,Supermarket Type1,1396.69
NCQ30,,Low Fat,0.0289315,Household,121.541,OUT027,1985,Medium,Tier 3,Supermarket Type3,1236.57
FDQ27,,Regular,0,Meat,104.799,OUT027,1985,Medium,Tier 3,Supermarket Type3,1961.97
FDT60,,Low Fat,0.0751825,Baking Goods,124.839,OUT027,1985,Medium,Tier 3,Supermarket Type3,1990.14
FDU43,19.35,Regular,0.0581336,Fruits and Vegetables,240.356,OUT049,1999,Medium,Tier 1,Supermarket Type1,3573.32
NCO55,12.8,Low Fat,0.09102,Others,106.694,OUT035,2004,Small,Tier 2,Supermarket Type1,2104.25
FDG02,7.855,Low Fat,0.011284,Canned,190.819,OUT045,2002,,Tier 2,Supermarket Type1,1863.06
FDJ28,12.3,Low Fat,0.0218428,Frozen Foods,190.716,OUT013,1987,High,Tier 3,Supermarket Type1,2430.52
FDP40,4.555,Regular,0.0344268,Frozen Foods,111.754,OUT045,2002,,Tier 2,Supermarket Type1,1751.74
FDJ38,8.6,Regular,0.0402871,Canned,190.553,OUT045,2002,,Tier 2,Supermarket Type1,3856.36
NCC54,17.75,Low Fat,0.0982636,Health and Hygiene,241.82,OUT017,2007,,Tier 2,Supermarket Type1,4538.3
NCZ41,19.85,Low Fat,0.0644212,Health and Hygiene,125.47,OUT046,1997,Small,Tier 1,Supermarket Type1,1840.18
FDK38,,Low Fat,0,Canned,148.373,OUT019,1985,Small,Tier 1,Grocery Store,674.605
FDU52,7.56,Low Fat,0.0637178,Frozen Foods,155.163,OUT013,1987,High,Tier 3,Supermarket Type1,2647.22
FDC40,16,Regular,0.0650639,Dairy,76.2986,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.92
NCR30,20.6,Low Fat,0.0713945,Household,74.4696,OUT017,2007,,Tier 2,Supermarket Type1,971.125
NCN18,8.895,Low Fat,0.12542,Household,111.754,OUT017,2007,,Tier 2,Supermarket Type1,2679.86
FDB50,13,Low Fat,0.15359,Canned,78.4986,OUT035,2004,Small,Tier 2,Supermarket Type1,1626.1
FDG04,13.1,low fat,0.00605767,Frozen Foods,188.09,OUT013,1987,High,Tier 3,Supermarket Type1,3026.49
FDR26,20.7,Low Fat,0.0428287,Dairy,177.303,OUT035,2004,Small,Tier 2,Supermarket Type1,2195.95
NCT17,10.8,Low Fat,0.0420364,Health and Hygiene,188.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,2699.12
FDX35,,Regular,0.0795236,Breads,226.904,OUT027,1985,Medium,Tier 3,Supermarket Type3,3818.49
FDS12,9.1,Low Fat,0.174119,Baking Goods,127.436,OUT046,1997,Small,Tier 1,Supermarket Type1,2508.4
NCZ29,,Low Fat,0.0710258,Health and Hygiene,125.836,OUT027,1985,Medium,Tier 3,Supermarket Type3,1826.52
FDB38,19.5,Regular,0.0457728,Canned,161.392,OUT010,1998,,Tier 3,Grocery Store,869.421
FDP12,9.8,Regular,0.0452291,Baking Goods,37.1874,OUT013,1987,High,Tier 3,Supermarket Type1,420.323
FDP22,14.65,reg,0.0991322,Snack Foods,51.6666,OUT046,1997,Small,Tier 1,Supermarket Type1,673.602
FDS26,20.35,Low Fat,0.0898337,Dairy,261.059,OUT018,2009,Medium,Tier 3,Supermarket Type2,2331.3
FDR52,12.65,Regular,0.0760446,Frozen Foods,191.985,OUT046,1997,Small,Tier 1,Supermarket Type1,2230.44
DRJ13,12.65,Low Fat,0.0628903,Soft Drinks,161.258,OUT046,1997,Small,Tier 1,Supermarket Type1,2556.97
FDU48,,Low Fat,0.0550904,Baking Goods,130.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,922.295
FDE29,8.905,Low Fat,0.143102,Frozen Foods,60.5878,OUT035,2004,Small,Tier 2,Supermarket Type1,986.197
NCT29,12.6,Low Fat,0.0642104,Health and Hygiene,121.741,OUT049,1999,Medium,Tier 1,Supermarket Type1,251.339
DRK37,5,Low Fat,0.0441839,Soft Drinks,188.653,OUT018,2009,Medium,Tier 3,Supermarket Type2,4007.94
FDK55,18.5,Low Fat,0.0257617,Meat,87.6172,OUT046,1997,Small,Tier 1,Supermarket Type1,1126.95
FDR07,21.35,Low Fat,0.0777439,Fruits and Vegetables,96.1094,OUT046,1997,Small,Tier 1,Supermarket Type1,1437.34
FDO21,,Regular,0.00971574,Snack Foods,224.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,2274.19
FDK46,9.6,Low Fat,0.0515474,Snack Foods,260.662,OUT049,1999,Medium,Tier 1,Supermarket Type1,3417.24
FDB12,11.15,reg,0.105521,Baking Goods,104.565,OUT045,2002,,Tier 2,Supermarket Type1,1747.99
FDT31,,low fat,0.012388,Fruits and Vegetables,188.887,OUT027,1985,Medium,Tier 3,Supermarket Type3,2612.37
FDJ33,8.895,Regular,0.0885013,Snack Foods,124.373,OUT045,2002,,Tier 2,Supermarket Type1,2565.41
FDC26,,Low Fat,0.125771,Canned,109.789,OUT027,1985,Medium,Tier 3,Supermarket Type3,1397.43
NCQ02,12.6,Low Fat,0.00747159,Household,188.156,OUT045,2002,,Tier 2,Supermarket Type1,3111.87
FDP08,20.5,Regular,0.188151,Fruits and Vegetables,193.448,OUT010,1998,,Tier 3,Grocery Store,1379.13
